  node     xx        yy       zz         ux            uy          uz         dx            dy          dz
 17316    -23795.2   -25000   0      -0.0149777   -0.0308298   -0.00209331      -0.0149777   -0.0308298   -0.00209331
 14169    -23192.8   -25000   0      -0.0153531   -0.0319645   -0.00221133      -0.0153531   -0.0319645   -0.00221133
 17404    -22590.4   -25000   0      -0.0157126   -0.0331059   -0.00232916      -0.0157126   -0.0331059   -0.00232916
 18619    -21988   -25000   0      -0.0160742   -0.0343051   -0.00244653      -0.0160742   -0.0343051   -0.00244653
 19148    -21385.5   -25000   0      -0.0164175   -0.0355189   -0.00256477      -0.0164175   -0.0355189   -0.00256477
 12342    -20783.1   -25000   0      -0.0167555   -0.0367734   -0.0026732      -0.0167555   -0.0367734   -0.0026732
 19325    -20180.7   -25000   0      -0.0170796   -0.0380784   -0.00278453      -0.0170796   -0.0380784   -0.00278453
 19314    -19578.3   -25000   0      -0.0173764   -0.0393835   -0.00289821      -0.0173764   -0.0393835   -0.00289821
 19204    -18975.9   -25000   0      -0.0176658   -0.0407423   -0.00300533      -0.0176658   -0.0407423   -0.00300533
 19011    -18373.5   -25000   0      -0.0179253   -0.0421093   -0.00311945      -0.0179253   -0.0421093   -0.00311945
 19012    -17771.1   -25000   0      -0.018172   -0.0435011   -0.00322293      -0.018172   -0.0435011   -0.00322293
 18937    -17168.7   -25000   0      -0.0183886   -0.0449365   -0.0033306      -0.0183886   -0.0449365   -0.0033306
 18854    -16566.3   -25000   0      -0.0185716   -0.0463629   -0.00342983      -0.0185716   -0.0463629   -0.00342983
 17410    -15963.9   -25000   0      -0.0187346   -0.0478166   -0.00351767      -0.0187346   -0.0478166   -0.00351767
 18682    -15361.4   -25000   0      -0.0188499   -0.0492679   -0.00360821      -0.0188499   -0.0492679   -0.00360821
 18685    -14759   -25000   0      -0.0189423   -0.0507298   -0.0036874      -0.0189423   -0.0507298   -0.0036874
 18683    -14156.6   -25000   0      -0.018988   -0.0521976   -0.00375922      -0.018988   -0.0521976   -0.00375922
 12744    -13554.2   -25000   0      -0.0189804   -0.053635   -0.00382957      -0.0189804   -0.053635   -0.00382957
